,experiment_id,experiment_group,text,tweet_id,tweet_likes,retweets,tweet_created_at,user_id,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,dow,month_day,time,yr,ymd,tweet_id_char,created_at,description,location,followers_count,screen_name,statuses_count,favourites_count,verified,user_id_char,text_length,text_word_count,opinion_key,opinion_label,opinion_annotation_confidence,ego_involvement_key,ego_involvement_label,ego_involvement_annotation_confidence
339,340,foxnews,@FoxNews There is no debt forgiveness,1.599132581865304e+18,0,0,Sat Dec 03 20:04:52 +0000 2022,1.4901938629413683e+18,1.598820592286896e+18,1367531,FoxNews,Sat,Dec 03,20:04:52,2022,2022-12-03,1.599132581865304e+18,Sun Feb 06 05:21:33 +0000 2022,,"Fredericksburg, TX",2,seachickens70,710,80,False,1.4901938629413683e+18,37,6,1,NEUTRAL support,0.51,0,Very important,0.44
340,341,foxnews,@FoxNews Yet you have people complaining about the student loan bailout lol.,1.599132928889729e+18,0,0,Sat Dec 03 20:06:15 +0000 2022,1.5857011795012977e+18,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,20:06:15,2022,2022-12-03,1.599132928889729e+18,Thu Oct 27 18:33:49 +0000 2022,,,2,JonRB12,125,373,False,1.5857011795012977e+18,76,12,0,FOR student loan forgiveness ,0.44,1,Somewhat important,0.95
341,342,foxnews,@FoxNews Just another bait and switch like the student loan payoff scam. They are trying to get the African American vote back,1.599134822706086e+18,0,0,Sat Dec 03 20:13:46 +0000 2022,2779304716.0,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,20:13:46,2022,2022-12-03,1.599134822706086e+18,Sun Sep 21 18:19:40 +0000 2014,,,0,stregg01,25,2,False,2779304716.0,126,22,0,FOR student loan forgiveness ,0.51,2,Not important at all,0.95
342,343,foxnews,@FoxNews Any student who votes for Warnock bc of student loan forgiveness YOU ARE BEING USED!  This will never come to pass it is unconstitutional.,1.5991348892441805e+18,0,0,Sat Dec 03 20:14:02 +0000 2022,1.5076836415388915e+18,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,20:14:02,2022,2022-12-03,1.5991348892441805e+18,Sat Mar 26 11:39:42 +0000 2022,,,52,margirbarber,2170,13039,False,1.5076836415388915e+18,147,25,2,AGAINST student loan forgiveness,0.54,0,Very important,0.95
343,344,foxnews,"@FoxNews Now that's some funny shit right there. Same as student loan forgiveness. They have programmed the future leaders to believe anything they say, and it's worked.",1.5991364304244e+18,0,0,Sat Dec 03 20:20:10 +0000 2022,1.5556226066022277e+18,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,20:20:10,2022,2022-12-03,1.5991364304244e+18,Fri Aug 05 18:32:19 +0000 2022,Retired,,0,doubletap223HP,12,49,False,1.5556226066022277e+18,169,29,1,NEUTRAL support,0.64,2,Not important at all,0.6
344,345,foxnews,"@FoxNews This is only a ploy to keep blacks from moving out of Cali...just remember how Joey's student loan payoff ended after mid-terms💰💰💰💰  PROMISES, PROMISES!!!! 🤔",1.5991400838938255e+18,0,0,Sat Dec 03 20:34:41 +0000 2022,248349283.0,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,20:34:41,2022,2022-12-03,1.5991400838938255e+18,Sun Feb 06 20:23:54 +0000 2011,"SADLY, WE LOST A TRUE PATRIOT WHO LOVED THE USA.🇺🇲 🇺🇲 MAGA FOREVER!!  OH YEAH...ROLL TIDE ROLL!! 🐘🅰️",,2844,BAMAJOE4,76551,11845,False,248349283.0,166,28,1,NEUTRAL support,0.48,0,Very important,0.42
345,346,foxnews,"@FoxNews The dems are buying votes from illegals crossing the border, college students with student loan forgiveness, reparations for blacks, and it won’t be long before they are buying the Mexican and Indian votes; too bad these people can’t see they are being USED!",1.59914101087735e+18,0,0,Sat Dec 03 20:38:22 +0000 2022,1.5871869008334725e+18,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,20:38:22,2022,2022-12-03,1.59914101087735e+18,Mon Oct 31 20:57:53 +0000 2022,Mother of 3; Grandmother of 6,"Gilbert, AZ",73,Ev06580205Evans,1049,1372,False,1.5871869008334725e+18,267,46,1,NEUTRAL support,0.77,0,Very important,0.44
346,347,foxnews,@FoxNews Never going to happen it's just a way for Democrats to lie to voters to get votes. Just like the unconstitutional student loan payouts. That would only benefit over priced collages,1.5991433826387927e+18,0,0,Sat Dec 03 20:47:47 +0000 2022,1.5968771233897226e+18,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,20:47:47,2022,2022-12-03,1.5991433826387927e+18,Sun Nov 27 14:42:46 +0000 2022,,,6,gman4133,64,77,False,1.5968771233897226e+18,189,33,1,NEUTRAL support,0.53,0,Very important,0.55
347,348,foxnews,"@FoxNews Selling false hope on vote buying just like Joe did during the midterms. They both know just as Pelosi made it clear that student loan relief must go through constant not a executive order. I guess they didn’t teach that in grammar school, JR high, H.S or college anymore.",1.5991442135346094e+18,0,0,Sat Dec 03 20:51:05 +0000 2022,1.5898211442610831e+18,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,20:51:05,2022,2022-12-03,1.5991442135346094e+18,Tue Nov 08 03:24:55 +0000 2022,,,4,buldawg1971,82,15,False,1.5898211442610831e+18,281,52,1,NEUTRAL support,0.6,1,Somewhat important,0.61
348,349,foxnews,"@FoxNews Just a DemLibCommieNazi party con-artist thug scheme like student loan forgiveness to retain black vote!!!
 New some is a scheming con-artist thug!!!",1.599146383445221e+18,0,0,Sat Dec 03 20:59:43 +0000 2022,1.5113523818370417e+18,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,20:59:43,2022,2022-12-03,1.599146383445221e+18,Tue Apr 05 14:38:00 +0000 2022,We are all Human First! Opinions welcome hear. Think Outside the Box!     No BlueSmoke and Mirrors.,,2,d1drumer,186,213,False,1.5113523818370417e+18,158,25,1,NEUTRAL support,0.41,1,Somewhat important,0.95
349,350,foxnews,@FoxNews Absolutely absurd.  This wil NEVER happen.  Newsome looking for the black vote just like Biden knew student debt forgiveness was illegal. It's all about the vote.,1.599147852063654e+18,0,0,Sat Dec 03 21:05:33 +0000 2022,1.5863482715381514e+18,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,21:05:33,2022,2022-12-03,1.599147852063654e+18,Sat Oct 29 13:24:47 +0000 2022,,,6,JohnGromkoski,17,86,False,1.5863482715381514e+18,171,28,0,FOR student loan forgiveness ,0.95,1,Somewhat important,0.79
350,351,foxnews,"@FoxNews All lefties when running for office. Promise to give away freebies Chris, they never turn out to be exactly what they say!!  
Remember Joe Biden saying he was going to do away with student loan debt. Wipe it out?",1.5991517422890312e+18,0,0,Sat Dec 03 21:21:00 +0000 2022,1.5988168004137367e+18,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,21:21:00,2022,2022-12-03,1.5991517422890312e+18,Fri Dec 02 23:10:20 +0000 2022,,,0,jyenah990,189,90,False,1.5988168004137367e+18,221,40,2,AGAINST student loan forgiveness,0.95,0,Very important,0.62
351,352,foxnews,"@FoxNews That's a little steep to pay for votes. Might try a lower monthly amount perpetually without the back pay, and that way you can stop it at any time like the student loan, before it begins",1.5991551614562918e+18,0,0,Sat Dec 03 21:34:36 +0000 2022,94876211.0,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,21:34:36,2022,2022-12-03,1.5991551614562918e+18,Sat Dec 05 21:55:44 +0000 2009,,"Jasper, AL",119,jeffsparks58,4490,500,False,94876211.0,196,38,3,cannot judge support,0.6,1,Somewhat important,0.41
352,353,foxnews,"@FoxNews So desperate to win, Warnock's promising student debt forgiveness to echo Biden's false narrative. Anything for votes, treating student voters as though they are too stupid to realize the truth. Right from the democratic playbook, just say what they want to hear, truth or not",1.5991581951128084e+18,0,0,Sat Dec 03 21:46:39 +0000 2022,1.5865311179889787e+18,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,21:46:39,2022,2022-12-03,1.5991581951128084e+18,Sun Oct 30 01:31:59 +0000 2022,,,3,quiksilvrgrl,1087,381,False,1.5865311179889787e+18,285,48,1,NEUTRAL support,0.45,0,Very important,0.95
353,354,foxnews,@FoxNews Warnock there be no debt forgiveness,1.5991625274803118e+18,0,0,Sat Dec 03 22:03:52 +0000 2022,1.5113932464460718e+18,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,22:03:52,2022,2022-12-03,1.5991625274803118e+18,Tue Apr 05 17:21:27 +0000 2022,Retitled RN labor and Delivery,,20,roseykidd43,1358,4507,False,1.5113932464460718e+18,45,7,1,NEUTRAL support,0.8,0,Very important,0.46
354,355,foxnews,@FoxNews debt forgiveness is a fantasy. Nobody in their right mind should believe this.,1.5991644099048899e+18,1,0,Sat Dec 03 22:11:21 +0000 2022,1.4983578037062e+18,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,22:11:21,2022,2022-12-03,1.5991644099048899e+18,Mon Feb 28 18:02:19 +0000 2022,Goat farmer,,32,hstantiques,346,1523,False,1.4983578037062e+18,87,14,1,NEUTRAL support,0.77,3,cannot judge importance,0.5
355,356,foxnews,@FoxNews As a tax payer I should not have to pay back student loans i worked 2 jobs to pay mine off they should do the same,1.5991661143526807e+18,0,0,Sat Dec 03 22:18:07 +0000 2022,1.578454406634373e+18,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,22:18:07,2022,2022-12-03,1.5991661143526807e+18,Fri Oct 07 18:37:55 +0000 2022,,,6,DianeTa14633279,469,76,False,1.578454406634373e+18,123,27,2,AGAINST student loan forgiveness,0.71,2,Not important at all,0.48
356,357,foxnews,@FoxNews Don't hold your breath. No way can debt forgiveness be given by the President. Congress controls the purse strings. You are going to have to pay your own loan. Just like anyone else that borrows money!,1.5991667174268068e+18,0,0,Sat Dec 03 22:20:31 +0000 2022,1.4672333504232366e+18,1.598820592286896e+18,1367531,FoxNews,Sat,Dec 03,22:20:31,2022,2022-12-03,1.5991667174268068e+18,Sat Dec 04 20:44:52 +0000 2021,,,16,FishNBobM,610,626,False,1.4672333504232366e+18,210,38,1,NEUTRAL support,0.95,0,Very important,0.45
357,358,foxnews,"@FoxNews I thought Democrats were going to fix the infrastructure. Oh, that was just a lying promise to get votes, just like the student loan promise. Never gonna happen.",1.5991689288481055e+18,0,0,Sat Dec 03 22:29:18 +0000 2022,1.2219837927742382e+18,1.5991200584873e+18,1367531,FoxNews,Sat,Dec 03,22:29:18,2022,2022-12-03,1.5991689288481055e+18,Tue Jan 28 02:30:49 +0000 2020,,,19,Ted8675309,8887,6766,False,1.2219837927742382e+18,170,29,0,FOR student loan forgiveness ,0.57,0,Very important,0.55
358,359,foxnews,@FoxNews There's no student loans forgiveness it hasn't made a pass of single court what makes you think it'll make it pass the Supreme Court,1.599169321241936e+18,0,0,Sat Dec 03 22:30:51 +0000 2022,7.511932838425068e+17,1.598820592286896e+18,1367531,FoxNews,Sat,Dec 03,22:30:51,2022,2022-12-03,1.599169321241936e+18,Thu Jul 07 23:16:50 +0000 2016,,"Gladwin, MI",9,guaranteedconst,721,197,False,7.511932838425068e+17,141,28,2,AGAINST student loan forgiveness,0.95,1,Somewhat important,0.55
359,360,foxnews,@FoxNews I heard that Student Debt forgiveness can not be passed as it is Un-Constitutional,1.599170782038397e+18,1,0,Sat Dec 03 22:36:40 +0000 2022,1.5857959435086067e+18,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,22:36:40,2022,2022-12-03,1.599170782038397e+18,Fri Oct 28 00:50:11 +0000 2022,Gotta enjoy Life while you got it!,,130,RogerWPetersen1,1636,586,False,1.5857959435086067e+18,91,16,1,NEUTRAL support,0.95,0,Very important,0.68
360,361,foxnews,"@FoxNews Larry, have you tried offering student loan forgiveness.  Seems to be working in other parts of the country.  Signed Joe Biden and Rapheal Warnock.",1.5991708029976904e+18,1,0,Sat Dec 03 22:36:45 +0000 2022,1.5861988005863956e+18,1.599151504648282e+18,1367531,FoxNews,Sat,Dec 03,22:36:45,2022,2022-12-03,1.5991708029976904e+18,Sat Oct 29 03:30:58 +0000 2022,,"Bellingham, WA",0,DHerschlip,64,40,False,1.5861988005863956e+18,156,25,1,NEUTRAL support,0.71,1,Somewhat important,0.67
361,362,foxnews,@FoxNews Didn’t Biden try this with student loans.,1.599174710788444e+18,0,0,Sat Dec 03 22:52:16 +0000 2022,1.5113813451000422e+18,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,22:52:16,2022,2022-12-03,1.599174710788444e+18,Tue Apr 05 16:33:33 +0000 2022,"Artist, gun enthusiast, freedom of speech advocate.",,25,JoeHarr86346652,1551,35,False,1.5113813451000422e+18,50,9,1,NEUTRAL support,0.42,3,cannot judge importance,0.57
362,363,foxnews,@FoxNews So Warnock is campaigning on a lie that will never come to fruition. Student Loan Debt will Not be forgiven. Where's the IRS in this by the way? Yep that's definitely someone I want in Congress. Don't you??,1.5991768500935188e+18,0,0,Sat Dec 03 23:00:46 +0000 2022,603018636.0,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,23:00:46,2022,2022-12-03,1.5991768500935188e+18,Fri Jun 08 17:44:41 +0000 2012,,Florida,13,FlamelessFondue,180,352,False,603018636.0,215,42,0,FOR student loan forgiveness ,0.49,1,Somewhat important,0.66
363,364,foxnews,@FoxNews Student loan debts should be a refund from negligent institutions of higher learning. They failed not society! RIP once great republic,1.5991877302145556e+18,0,0,Sat Dec 03 23:44:01 +0000 2022,192137630.0,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,23:44:01,2022,2022-12-03,1.5991877302145556e+18,Sat Sep 18 08:36:31 +0000 2010,fiscally conservative socially liberal,,26,dicmember,691,912,False,192137630.0,143,22,1,NEUTRAL support,0.95,3,cannot judge importance,0.57
364,365,foxnews,"@FoxNews Scotus is going to put an end to this moronic student loan crap. Stop lying to these people, you know it's never ever ever ever going to happen.",1.5991878372906148e+18,0,0,Sat Dec 03 23:44:26 +0000 2022,1.587442274283176e+18,1.5990646760835643e+18,1367531,FoxNews,Sat,Dec 03,23:44:26,2022,2022-12-03,1.5991878372906148e+18,Tue Nov 01 13:52:29 +0000 2022,,,9,jwluca1,966,720,False,1.587442274283176e+18,153,30,1,NEUTRAL support,0.51,1,Somewhat important,0.75
365,366,foxnews,@FoxNews Just like student loan debt right. SMH that will be a taking point just pander drag it out and forget,1.5991883966559068e+18,0,0,Sat Dec 03 23:46:39 +0000 2022,1.598722463357145e+18,1.5991087296345375e+18,1367531,FoxNews,Sat,Dec 03,23:46:39,2022,2022-12-03,1.5991883966559068e+18,Fri Dec 02 16:55:24 +0000 2022,,,1,Joey2Cards,14,18,False,1.598722463357145e+18,110,21,2,AGAINST student loan forgiveness,0.95,1,Somewhat important,0.95
366,367,foxnews,@FoxNews Newsome knows this will be overturned by the Supreme Court. Just like the student loan thing Biden pushed. He playing politics. It will be overturned …then he blames republicans. Oh…see here my evidence that Republicans are racist… they keep playing games.,1.599199293386416e+18,0,0,Sun Dec 04 00:29:57 +0000 2022,1.5193693266413076e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,00:29:57,2022,2022-12-04,1.599199293386416e+18,Wed Apr 27 17:34:18 +0000 2022,,,19,Armyman821,1854,4604,False,1.5193693266413076e+18,265,43,0,FOR student loan forgiveness ,0.78,0,Very important,0.95
367,368,foxnews,"@FoxNews This is just another ""Buy-Your-Vote"" (BYV) scam. Just like the Student Loan Debt forgiveness plan. It will be brought to the courts and determined to be illegal and the reparations will never be paid. Wake up y'all! Just sayin'.",1.5992009068676667e+18,0,0,Sun Dec 04 00:36:22 +0000 2022,1.5891229554806374e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,00:36:22,2022,2022-12-04,1.5992009068676667e+18,Sun Nov 06 05:11:18 +0000 2022,Proud Paralyzed Veteran of America. Fighting to protect everyone's freedom.,"Richmond, VA",7,JC_West007,263,155,False,1.5891229554806374e+18,237,43,0,FOR student loan forgiveness ,0.95,0,Very important,0.45
368,369,foxnews,@FoxNews This is buying votes for democrats in California just like student loan. All this causes is racial hate that America divide.,1.5992024138643128e+18,0,0,Sun Dec 04 00:42:21 +0000 2022,1.5970435117438894e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,00:42:21,2022,2022-12-04,1.5992024138643128e+18,Mon Nov 28 01:44:00 +0000 2022,,,0,Keserauskisj,13,2,False,1.5970435117438894e+18,133,22,2,AGAINST student loan forgiveness,0.53,1,Somewhat important,0.78
369,370,foxnews,"@FoxNews What a LIE, just like student loan forgiveness and DACA",1.5992049993091932e+18,0,0,Sun Dec 04 00:52:38 +0000 2022,37454716.0,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,00:52:38,2022,2022-12-04,1.5992049993091932e+18,Sun May 03 17:10:36 +0000 2009,"Just a guy from 1963, 5th generation Californian and happy to live in Capitola.","Capitola, Ca.",77,GizaHead,4453,822,False,37454716.0,64,11,1,NEUTRAL support,0.6,0,Very important,0.95
370,371,foxnews,"@FoxNews you can't believe him it's just like
Biden cancelling student loan debt
I think he knew he couldn't do it
but wanted the votes for the mid terms.",1.5992083627761047e+18,0,0,Sun Dec 04 01:06:00 +0000 2022,1084001184.0,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,01:06:00,2022,2022-12-04,1.5992083627761047e+18,Sat Jan 12 20:12:43 +0000 2013,"Love drawing and painting, reading and film. I also like to write, Some day I'll do the children picture book I've wanted to do for years. Love animal, horses#1",,219,mwalker2950,30422,71325,False,1084001184.0,154,32,3,cannot judge support,0.94,1,Somewhat important,0.95
371,372,foxnews,"@FoxNews Rev. Warnock can’t run on dem policy or his voting record so he misleads voters on the student loan exec order that has been shot down by the courts, and was a Biden midterm tactic. GA voters don’t fall for this snake-oil salesperson. Vote Walker!",1.59921422052429e+18,0,0,Sun Dec 04 01:29:16 +0000 2022,1.5990967333085348e+18,1.5989313097825075e+18,1367531,FoxNews,Sun,Dec 04,01:29:16,2022,2022-12-04,1.59921422052429e+18,Sat Dec 03 17:42:50 +0000 2022,My loving kindness nature,,0,lrozcolorado,11,41,False,1.5990967333085348e+18,256,49,2,AGAINST student loan forgiveness,0.95,0,Very important,0.55
372,373,foxnews,"@FoxNews He is a murderer! My family fought in Afghanistan and Biden turned his back on us. In border crisis, in false student loans,making us oil beggars while we have the most oil, job loss. No one wants to work. He has created global havoc. Impeach Biden!",1.5992148704061727e+18,0,0,Sun Dec 04 01:31:51 +0000 2022,1.5980666188353905e+18,1.5981901752674632e+18,1367531,FoxNews,Sun,Dec 04,01:31:51,2022,2022-12-04,1.5992148704061727e+18,Wed Nov 30 21:33:06 +0000 2022,,,6,ShusterPeggy,33,0,False,1.5980666188353905e+18,258,48,1,NEUTRAL support,0.82,1,Somewhat important,0.69
373,374,foxnews,@FoxNews Another bait for black votes like the student loan forgiveness was to kids?,1.59921612911258e+18,0,0,Sun Dec 04 01:36:51 +0000 2022,1.585841422904836e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,01:36:51,2022,2022-12-04,1.59921612911258e+18,Fri Oct 28 03:51:12 +0000 2022,Not a boring moment in this new Twitter.,,23,0megalvlevent,1898,4506,False,1.585841422904836e+18,84,14,1,NEUTRAL support,0.95,0,Very important,0.95
374,375,foxnews,@FoxNews as it should.........plus all the people he lied to about their student loans,1.5992175476517478e+18,0,0,Sun Dec 04 01:42:30 +0000 2022,2344332044.0,1.599077264389542e+18,1367531,FoxNews,Sun,Dec 04,01:42:30,2022,2022-12-04,1.5992175476517478e+18,Sat Feb 15 00:56:50 +0000 2014,,Lynnwood WA,27,animalfreak9803,5110,3556,False,2344332044.0,86,15,2,AGAINST student loan forgiveness,0.57,1,Somewhat important,0.51
375,376,npr,@NPR All I know is my student loan was the first thing I paid after graduating.I do think education should be free.,1.5992209778080768e+18,0,0,Sun Dec 04 01:56:07 +0000 2022,1.5789148799472187e+18,1.598408837190525e+18,5392522,NPR,Sun,Dec 04,01:56:07,2022,2022-12-04,1.5992209778080768e+18,Sun Oct 09 01:08:32 +0000 2022,,,0,Michael66494769,1,0,False,1.5789148799472187e+18,115,23,2,AGAINST student loan forgiveness,0.63,1,Somewhat important,0.56
376,377,foxnews,@FoxNews Biden has the msm covering for him and suppressing negative stories. Biden buys votes through reparations and student loan relief. Biden gains votes by labeling minorities as victims. Biden gets votes by demonizing Trump.,1.599223704126632e+18,0,0,Sun Dec 04 02:06:57 +0000 2022,1.0584499577269699e+18,1.5990584148433467e+18,1367531,FoxNews,Sun,Dec 04,02:06:57,2022,2022-12-04,1.599223704126632e+18,Fri Nov 02 20:05:09 +0000 2018,,United States,45,Carmine432,23521,25846,False,1.0584499577269699e+18,230,35,0,FOR student loan forgiveness ,0.63,2,Not important at all,0.56
377,378,foxnews,@FoxNews He’s going to pay reparations the same way Biden did the student loans. Buying votes😂😂😂🙌🏻,1.599227017504899e+18,0,0,Sun Dec 04 02:20:07 +0000 2022,1.3020314141797908e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,02:20:07,2022,2022-12-04,1.599227017504899e+18,Fri Sep 04 23:51:51 +0000 2020,,,7,OlivariZoila,1407,2086,False,1.3020314141797908e+18,98,17,0,FOR student loan forgiveness ,0.95,0,Very important,0.65
378,379,foxnews,@FoxNews If they are trying to forgive student loans they should not still be backing new loans.  This is a voting gimmick for Biden and Warnock.  Taxpayers lose again!,1.5992313307844895e+18,0,0,Sun Dec 04 02:37:16 +0000 2022,1.586856802410455e+18,1.5990646760835643e+18,1367531,FoxNews,Sun,Dec 04,02:37:16,2022,2022-12-04,1.5992313307844895e+18,Sun Oct 30 23:08:17 +0000 2022,,"South Dakota, USA",11,DeePixler,82,66,False,1.586856802410455e+18,168,29,1,NEUTRAL support,0.5,0,Very important,0.55
379,380,foxnews,"@FoxNews This is how Needsome is preparing for a presidential run; it’s a democrat lie, but just like they promised to pay off student loans it mobilizes a voting block.  Some people will fall for anything.  A sucker born every minute",1.5992367586877317e+18,0,0,Sun Dec 04 02:58:50 +0000 2022,1.550905731809e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,02:58:50,2022,2022-12-04,1.5992367586877317e+18,Sat Jul 23 18:09:52 +0000 2022,A bit of an ass,,1,10_acn,371,123,False,1.550905731809e+18,234,42,0,FOR student loan forgiveness ,0.84,1,Somewhat important,0.95
380,381,foxnews,@FoxNews Student loan debt payoff was a bribe that Biden knew he would never have to pay because he didn't have legal authority.,1.59923817822097e+18,0,0,Sun Dec 04 03:04:28 +0000 2022,1.518666822647632e+18,1.598820592286896e+18,1367531,FoxNews,Sun,Dec 04,03:04:28,2022,2022-12-04,1.59923817822097e+18,Mon Apr 25 19:05:12 +0000 2022,,,47,AlanJen73437967,6016,9077,False,1.518666822647632e+18,128,24,2,AGAINST student loan forgiveness,0.95,1,Somewhat important,0.56
381,382,foxnews,"@FoxNews This will be paid right after Biden pays off all the student loan debt he promised to. I'm other words, don't hold your breath.",1.599239505713582e+18,0,0,Sun Dec 04 03:09:45 +0000 2022,260423328.0,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,03:09:45,2022,2022-12-04,1.599239505713582e+18,Thu Mar 03 21:23:09 +0000 2011,Born and bred for success and achievement,Cincinnati,111,Schickrateez,22019,265,False,260423328.0,136,27,1,NEUTRAL support,0.8,0,Very important,0.7
382,383,foxnews,@FoxNews What did you do expect he's a Democrat politician all they wanted is your vote and once they get  You're vote you're nothing to them.until the next election and then they will act like they're on your side. just like student loan program. To be continued,1.5992399470973747e+18,7,0,Sun Dec 04 03:11:30 +0000 2022,1.5503562933193605e+18,1.5992219930224108e+18,1367531,FoxNews,Sun,Dec 04,03:11:30,2022,2022-12-04,1.5992399470973747e+18,Fri Jul 22 05:46:12 +0000 2022,,"Pennsylvania, USA",184,johnbutler410,1637,166,False,1.5503562933193605e+18,263,52,1,NEUTRAL support,0.63,0,Very important,0.95
383,384,foxnews,@FoxNews Just like those kids thinking they're gonna get money for student loans they aint gonna get nothing and the democrats will promise them again at the next election and those kids would be stupid enough to fall for it again  Democrats care nothing more than power.,1.59924032213905e+18,0,0,Sun Dec 04 03:12:59 +0000 2022,1.5503562933193605e+18,1.5992219930224108e+18,1367531,FoxNews,Sun,Dec 04,03:12:59,2022,2022-12-04,1.59924032213905e+18,Fri Jul 22 05:46:12 +0000 2022,,"Pennsylvania, USA",184,johnbutler410,1637,166,False,1.5503562933193605e+18,271,48,2,AGAINST student loan forgiveness,0.36,0,Very important,0.69
384,385,foxnews,"@FoxNews The new way democrats buy votes is to offer something they will never deliver if you will just vote for them. Like Joe Biden’s vote for me and I’ll give you $10,000-$20,000 on student loans. He knows he can’t deliver but that doesn’t matter. You will have already voted by then.",1.5992414526385723e+18,0,0,Sun Dec 04 03:17:29 +0000 2022,1.5836155168365647e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,03:17:29,2022,2022-12-04,1.5992414526385723e+18,Sat Oct 22 00:25:49 +0000 2022,,,4,Marilyn34779959,22,393,False,1.5836155168365647e+18,287,59,1,NEUTRAL support,0.38,1,Somewhat important,0.95
385,386,foxnews,@FoxNews Just like student loan forgiveness rotflmao,1.599241514311291e+18,0,0,Sun Dec 04 03:17:44 +0000 2022,1.589041168028926e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,03:17:44,2022,2022-12-04,1.599241514311291e+18,Sat Nov 05 23:45:35 +0000 2022,,,8,Chrysta14149581,222,1221,False,1.589041168028926e+18,52,7,0,FOR student loan forgiveness ,0.95,1,Somewhat important,0.95
386,387,foxnews,@FoxNews Now my mortgage identifies as a student loan and I am now going to identify as a Black man.,1.5992418697201623e+18,0,0,Sun Dec 04 03:19:08 +0000 2022,1.4516041959712686e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,03:19:08,2022,2022-12-04,1.5992418697201623e+18,Fri Oct 22 17:40:02 +0000 2021,,,10,Tom70657375,621,354,False,1.4516041959712686e+18,100,20,1,NEUTRAL support,0.55,1,Somewhat important,0.49
387,388,foxnews,"@FoxNews Oh, Biden turned his back on the rail union?
That's nothing.
College kids turned out in droves to vote after Biden promised to forgive student loans.
They got screwed too.
Didn't get a sniff, did you?",1.5992427649939743e+18,0,0,Sun Dec 04 03:22:42 +0000 2022,2389746758.0,1.5992219930224108e+18,1367531,FoxNews,Sun,Dec 04,03:22:42,2022,2022-12-04,1.5992427649939743e+18,Fri Mar 14 19:50:27 +0000 2014,"Retired safety dude. Former volly FF/EMT. Former fire blogger (ChiefReason). Avid golfer, cigar-lover, conservative. Great Twitter Purge 2020 casualty. NO DMs.",,179,ArtGoodrich,2420,389,False,2389746758.0,209,39,1,NEUTRAL support,0.95,0,Very important,0.68
388,389,foxnews,@FoxNews Just like fake student loan forgiveness.,1.5992493524801577e+18,0,0,Sun Dec 04 03:48:52 +0000 2022,311731342.0,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,03:48:52,2022,2022-12-04,1.5992493524801577e+18,Sun Jun 05 23:40:26 +0000 2011,,,34,SteveFilliez,47,81,False,311731342.0,49,7,1,NEUTRAL support,0.95,0,Very important,0.59
389,390,foxnews,@FoxNews Man that’s some expensive vote buying.  That’s pricier than student loan forgiveness.,1.5992515647741665e+18,0,0,Sun Dec 04 03:57:40 +0000 2022,1.5690690245033697e+18,1.5991087296345375e+18,1367531,FoxNews,Sun,Dec 04,03:57:40,2022,2022-12-04,1.5992515647741665e+18,Sun Sep 11 21:03:26 +0000 2022,,,36,Kevin28119172,1519,708,False,1.5690690245033697e+18,94,15,2,AGAINST student loan forgiveness,0.95,0,Very important,0.84
